district,date,N,P,K,pH,OC,EC,Zn,Fe,Cu,Mn,Soil_Moisture,Water_pH,Water_EC,TDS,Salinity,Hardness,Temperature,Rainfall,Humidity,Wind_Speed,Solar_Radiation,Crop,Soil_Type,Will_Grow,season
Khunti,2037-09-27,386,23,414,6.94,0.44,1.9,0.2,10.03,2.1,7.82,18.83,5.6,1.67,175.2,0.55,220.8,24.6,177.1,48.4,5.6,91.2,Millets,Sandy,0,Kharif
West Singhbhum,2037-09-28,185,9,65,6.92,2.44,1.53,0.81,2.94,1.79,2.44,17.91,7.9,1.31,73.6,0.77,110.6,10.9,67.6,69.2,5.1,63.8,Wheat,Sandy,0,Kharif
Godda,2037-09-29,116,15,335,5.04,2.18,0.36,2.91,11.47,3.18,19.79,23.72,5.75,2.86,342.8,0.69,52.4,39.7,169.8,55.5,2,235.5,Wheat,Sandy,0,Kharif
Hazaribagh,2037-09-30,287,22,293,5.99,1.44,0.91,4.3,1.41,1.83,13.57,24.05,6.6,2.56,114.4,0.23,247.6,12.8,91.9,29.9,9.3,75,Maize,Sandy,0,Kharif
Simdega,2037-10-01,337,35,227,6.93,1.67,1.45,0.17,2.82,0.7,1.61,23.45,7.45,2.52,347.2,2.4,134.7,36.8,54.9,86,14.8,53.2,Pulses,Sandy,0,Kharif
Gumla,2037-10-02,300,23,197,8.2,1.38,1.93,1.37,5.43,2.89,3.7,31.19,7.37,0.34,259.4,1.01,220.3,12.8,38.2,35.2,7.3,124.1,Wheat,Alluvial,0,Kharif
Ramgarh,2037-10-03,369,38,178,7.72,1.3,0.43,0.89,18.01,1.04,3.28,33.33,7.9,2.18,160.2,1.12,333.2,16.9,55.2,68.9,13.6,68.2,Wheat,Alluvial,0,Kharif
Godda,2037-10-04,156,48,376,4.95,0.97,1.5,3.4,16.74,2.63,18.62,36.56,7.43,1.53,406.5,2.06,180.5,17.1,166.8,70.9,6.4,122.1,Wheat,Red Lateritic,0,Kharif
Gumla,2037-10-05,50,30,531,5.99,1.9,1.49,3.83,1.36,3.2,4.36,33.06,6.12,1.03,68.1,0.75,187,22.5,135.2,52.8,14.8,149.6,Vegetables,Black,0,Kharif
Dumka,2037-10-06,207,20,502,7.84,1.36,0.48,3.52,16.14,3.46,19.07,16.53,6.99,0.29,495.6,0.23,302.2,25.3,169.2,42.3,10.4,92.4,Wheat,Black,0,Kharif
Bokaro,2037-10-07,254,14,235,6.92,0.44,1.97,4.49,5.64,2.48,15.18,35.07,5.8,0.7,423.2,0.92,95.9,25.9,24.6,29.5,14.3,244.7,Rice,Loamy,0,Kharif
West Singhbhum,2037-10-08,120,12,149,8.01,1.35,1.26,2.71,19.17,4.69,6.55,10.56,6.19,0.8,404.6,2.41,193.9,17.8,186.6,97.8,5.2,134.5,Rice,Alluvial,0,Kharif
Latehar,2037-10-09,76,13,297,5.46,0.61,1.74,1.96,7.62,3.4,12.31,10.94,7.86,0.4,477.5,0.84,381,12.7,190.4,26.7,0.4,182.5,Millets,Red Lateritic,0,Kharif
Latehar,2037-10-10,371,38,478,5.14,1.57,0.24,1.75,15.81,1.26,16.38,19,7.94,0.99,437.1,1.82,187.3,27.4,166.9,21.1,13.7,238.9,Millets,Sandy,0,Kharif
Saraikela Kharsawan,2037-10-11,155,51,224,7.37,0.81,1.02,3.22,17.74,3.83,8.82,33.33,8,0.56,187.5,0.15,167.9,27.4,104.7,54.2,12.7,241.8,Wheat,Sandy,0,Kharif
Koderma,2037-10-12,105,11,376,7.72,1.84,1.96,4.18,14.63,4.42,7.01,36.61,8.41,2.99,178.1,1.31,99.7,32.7,102.9,77.7,5.7,174.8,Rice,Alluvial,0,Kharif
Simdega,2037-10-13,174,50,581,7.53,0.22,0.88,2.78,9.29,2.91,10.98,20.7,6.9,0.69,283,2.18,51.8,35.3,148.5,37.1,2.9,127.6,Pulses,Black,0,Kharif
Saraikela Kharsawan,2037-10-14,334,51,405,5.57,0.27,1.39,0.79,14.97,1.84,18.53,23.92,7.97,2.84,349.4,2.11,206.7,20.7,55.7,78,5.7,234.3,Maize,Red Lateritic,0,Kharif
Saraikela Kharsawan,2037-10-15,113,49,353,5.58,0.39,1.31,1.47,6.61,4.62,5.46,12.27,6.73,2.71,246.9,0.79,257.2,37,79.4,72.1,3.6,247.4,Rice,Red Lateritic,0,Kharif
Chatra,2037-10-16,66,53,268,5.04,0.3,0.39,4.98,6.78,3.24,15.63,19.89,5.59,2.79,52.8,2.35,70.9,33,131,94.2,1.7,187,Pulses,Red Lateritic,0,Kharif
Pakur,2037-10-17,274,24,197,5.89,0.34,0.86,1.28,11.63,1.38,6.5,36.92,7.37,2.85,135.9,1.16,77.6,30,102.6,85.1,12.8,161.8,Vegetables,Red Lateritic,0,Kharif
Khunti,2037-10-18,389,42,409,4.83,2.19,0.12,3.53,7.01,0.99,12.25,20.64,7.08,2.96,93.4,0.04,122.6,14.5,131.9,64.9,4.4,210.1,Wheat,Sandy,0,Kharif
Gumla,2037-10-19,120,53,150,4.96,2.43,0.38,3.18,4.48,2.82,5.88,28.49,7.19,2.93,368.3,0.14,383,31.9,196.4,56.6,1.2,233.2,Millets,Sandy,0,Kharif
Lohardaga,2037-10-20,171,40,278,8,0.66,1.81,3.95,3.36,0.43,5.48,12.68,7.48,2.87,264.9,2.43,350.9,21.8,136,82.4,11.8,95.5,Vegetables,Alluvial,0,Kharif
Giridih,2037-10-21,180,28,356,6.52,2.33,1.87,4.17,14.06,0.14,8.09,11.99,7.01,1.42,492.2,1.68,294,28.1,71.7,87.6,14.5,112.4,Vegetables,Sandy,0,Kharif
Lohardaga,2037-10-22,112,21,495,7.21,1.65,0.42,3.71,15.95,2.67,2.78,21.22,6.83,2.72,423.9,0.95,384.8,23.8,53.3,78.9,11.7,215.4,Wheat,Sandy,0,Kharif
East Singhbhum,2037-10-23,177,8,430,5.49,2.05,0.12,3.92,6.4,0.71,3.26,32.69,8.44,0.19,250.3,1.56,194.4,18.2,130.3,73.7,3.3,153.3,Maize,Sandy,0,Kharif
Chatra,2037-10-24,343,26,452,6.53,2.3,1.61,1.67,6.02,2.93,4.96,20.9,7.95,2.36,186.6,0.48,393.6,29.5,165.8,95.6,6.6,90.3,Vegetables,Sandy,0,Kharif
Ranchi,2037-10-25,209,52,379,4.77,0.94,0.92,0.37,16.34,0.78,1.07,12.9,8.36,0.8,205,1.51,251.9,11.1,137.7,38.6,11.5,95.9,Millets,Red Lateritic,0,Kharif
Koderma,2037-10-26,139,48,95,4.52,2.35,0.45,1.13,16.11,4.01,16.5,25.23,5.8,2.41,144.1,1.93,241.5,39.8,44.8,45.9,13.9,108.2,Maize,Sandy,0,Kharif
Deoghar,2037-10-27,206,43,76,6.54,0.88,0.73,4.01,16.12,1.68,14.4,36.21,8.34,0.42,130.1,1.55,72,18.1,143.2,21.3,4.3,72.9,Rice,Loamy,1,Kharif
Godda,2037-10-28,313,59,313,8.15,2.44,0.69,3.41,18.74,2.82,11.83,27.72,8.11,1.81,338.5,0.07,313,38.9,62.1,53.6,11,125.6,Millets,Alluvial,0,Kharif
Garhwa,2037-10-29,103,55,237,5.21,1.92,0.95,0.18,4.02,2.23,17.25,16.21,7.48,1.56,58.6,0.51,142.9,11.2,139.3,36.9,0.1,192.1,Maize,Sandy,0,Kharif
Saraikela Kharsawan,2037-10-30,131,16,275,4.9,1.88,1.71,0.8,14.88,4.34,14.38,15.66,7.03,0.64,462.6,0.64,275.1,23,9.4,23.5,4.9,123.6,Pulses,Sandy,0,Kharif
Lohardaga,2037-10-31,249,49,110,8,0.4,1.97,3.11,15.53,3.65,14.16,34.24,8.38,0.26,249.6,2.09,360.3,33.6,106.1,79.9,6.4,172,Maize,Alluvial,0,Kharif
Deoghar,2037-11-01,339,60,175,5.67,1.81,1.62,2.56,18.73,3.44,18.98,37.43,6.23,0.24,391.6,0.42,211.7,28.5,158.3,93.2,6.4,62,Vegetables,Sandy,0,Rabi
Hazaribagh,2037-11-02,305,16,294,6.51,0.76,0.39,2.92,16.37,3.25,15.6,24.05,8.29,1.5,146.4,2.05,318.5,21.9,132.2,86.6,6.1,214.2,Millets,Sandy,0,Rabi
Giridih,2037-11-03,71,54,335,6.56,1.99,0.89,4.1,3.46,4.34,15.26,32.31,8.15,2.69,170.8,2.39,389.1,13.1,139.2,70,7.7,197.6,Pulses,Loamy,0,Rabi
Godda,2037-11-04,194,20,553,4.91,0.69,1.29,0.56,18,2.62,10.42,17.03,7.15,1.4,77.5,0.7,91.7,32.8,155.4,83,14.1,132.5,Pulses,Red Lateritic,0,Rabi
Jamtara,2037-11-05,54,37,480,4.5,1.43,1.23,4.14,2.3,1.63,8.41,39.74,7.43,1.39,434.6,0.47,330.3,30.9,59.7,73.8,5.8,235,Vegetables,Sandy,0,Rabi
Pakur,2037-11-06,149,10,581,7,1.78,1.46,1.35,11.2,2.71,15.63,20.66,7.58,1.08,82.1,1.07,225.5,18.2,19.6,54.8,7.1,103.6,Maize,Black,0,Rabi
Koderma,2037-11-07,52,35,475,8.16,0.94,1.16,3.08,8.15,1.37,16.13,11.69,8.37,1.88,251.2,1.63,327,24.2,151.9,22.2,9.5,66,Maize,Alluvial,0,Rabi
Simdega,2037-11-08,103,18,222,5.34,1.86,0.65,2.41,6.6,3.91,12.74,35.93,7.32,1.38,237.3,2.26,223,19.8,56.2,70,2.2,225.6,Wheat,Sandy,0,Rabi
Khunti,2037-11-09,108,15,331,5.2,1.33,1.58,0.49,13.87,2.89,15.14,19.97,6.94,0.92,127,0.87,112.5,38,62,93.6,11.2,117.4,Wheat,Sandy,0,Rabi
Dhanbad,2037-11-10,102,57,329,8.28,0.52,1.51,1.74,10.85,4.56,14.63,28.65,7.2,2.09,97.3,1.89,180.9,25.1,171.6,74.6,14.4,217.8,Pulses,Alluvial,0,Rabi
Ramgarh,2037-11-11,80,24,540,7.56,1.02,0.46,1.72,3.03,4.75,9.73,10.04,7.51,0.36,72.9,0.36,135.3,23.4,90.8,77.7,10.9,110.2,Pulses,Black,0,Rabi
Garhwa,2037-11-12,269,15,287,5.65,0.76,1.53,4.26,8.17,1.4,11.39,14.59,6.7,0.76,454.7,2.01,356.5,13.5,113.7,80.8,3.6,78.2,Wheat,Red Lateritic,0,Rabi
West Singhbhum,2037-11-13,337,19,96,5.86,0.91,1.45,0.33,10.88,4.12,17.25,12.43,5.54,1.27,297.2,1.76,190.1,35.5,100.7,35.7,10.3,185.6,Wheat,Red Lateritic,0,Rabi
Godda,2037-11-14,251,60,179,8.03,2.46,1.87,2.63,14.3,1.56,1.2,39.78,6.61,0.83,453.6,2.36,269.1,19.9,189.4,71.2,1.3,56.6,Maize,Alluvial,0,Rabi
East Singhbhum,2037-11-15,311,58,251,8.17,0.69,0.89,1.68,2.42,0.21,11.8,10.34,8.12,0.76,472.5,0.8,50.7,28.4,199.2,70.9,7.7,248.8,Pulses,Alluvial,0,Rabi
Chatra,2037-11-16,230,40,197,5.58,0.5,0.35,1.5,17.94,4.85,5.08,10.29,7.14,0.39,261.3,0.67,180.6,15.9,55.2,48,7.3,201.8,Maize,Red Lateritic,0,Rabi
Dumka,2037-11-17,285,26,83,5.49,2.1,1.59,1.81,1.82,2.19,16.88,37.39,8.32,2.09,92.8,1.64,150,24.5,109.8,63.6,14.1,113.9,Rice,Sandy,0,Rabi
Lohardaga,2037-11-18,243,53,549,6.95,1.17,0.62,2.75,14.52,4.88,5.89,10.37,5.78,1.68,126.6,1.92,70.4,22.9,79.1,56.2,14.8,210.7,Millets,Black,0,Rabi
Jamtara,2037-11-19,249,10,371,7.09,2.5,0.31,0.4,7.91,2.35,16.22,16.68,5.55,1.46,167.6,1.01,375.3,12.9,25.3,45.2,13.7,108.7,Wheat,Sandy,0,Rabi
Hazaribagh,2037-11-20,296,47,461,6.34,1.81,0.18,0.48,15.82,0.71,19.97,31.21,5.66,2.75,160.2,2.2,51.9,23.1,125.1,30.9,11.2,108.1,Vegetables,Loamy,1,Rabi
Deoghar,2037-11-21,93,33,149,7.36,2.5,1.4,1.73,11.19,4.01,4.68,33.1,6.78,0.17,93.8,1,90.4,29.1,170.9,36.2,5.1,95.4,Vegetables,Sandy,0,Rabi
Ramgarh,2037-11-22,320,49,146,7.98,1.53,1.98,4.43,11.35,4.92,16.3,14.11,7.16,0.5,273.9,0.28,390.1,34.1,105,31.7,0.5,218.3,Pulses,Alluvial,0,Rabi
Koderma,2037-11-23,284,9,583,7.93,1.75,0.83,1.94,2.18,4.7,13.64,12.09,6.86,1.79,449.7,1.05,250,21.3,143.5,75.2,7.8,200.6,Millets,Black,0,Rabi
Godda,2037-11-24,166,59,560,7.58,2.11,1.07,2.96,11.65,0.59,16.32,31.01,7.77,1.18,53.5,2.41,206.4,28.2,15.4,58.6,7.7,145.8,Millets,Black,0,Rabi
Ramgarh,2037-11-25,311,45,517,5.87,2.12,1.62,3.7,1.4,4.37,9.92,24.65,6.96,0.88,211.4,1.21,205.1,25.7,169.2,43,7.4,245.7,Rice,Black,0,Rabi
Sahebganj,2037-11-26,232,19,548,8.39,0.38,0.43,4.1,17.35,1.9,7.52,25.18,7.95,1.64,85.3,1.16,312.6,25,174.3,33.7,12.3,118.8,Pulses,Black,0,Rabi
Gumla,2037-11-27,133,16,106,6.62,1.16,1.8,2.16,6.34,4.07,9.49,28.7,6.63,1.45,242.2,1.41,333,36,119.9,69.9,12.8,168.7,Wheat,Sandy,0,Rabi
Koderma,2037-11-28,156,40,390,5.44,1.79,1.66,0.29,4.26,3.4,17.76,11.65,5.72,1.4,118.5,0.78,116.8,26.3,44.4,86.9,6.9,74.6,Rice,Sandy,0,Rabi
Ranchi,2037-11-29,296,57,507,5.46,1.87,2,4.01,13.92,1.44,11.17,39.16,6.38,1.5,394,0.47,348.1,22.5,78.2,43.6,4.8,50.7,Wheat,Black,1,Rabi
Dhanbad,2037-11-30,185,6,190,6.74,1.34,1.67,2.15,11.11,0.36,5.91,10.91,7.38,0.42,104.7,2.01,355.7,32.8,74.7,71.1,3,219.5,Pulses,Sandy,0,Rabi
Jamtara,2037-12-01,218,51,569,5.74,2.25,1.91,4.46,7.41,2.24,3.27,37.7,6,1.31,112.3,0.02,109.8,14.9,158.1,22,4.5,183.3,Millets,Black,0,Rabi
Chatra,2037-12-02,236,5,169,5.12,1.73,0.17,0.62,13.76,2.61,5.81,13.23,6.38,2.77,478.3,0.7,264.3,16.9,14.3,92.7,3.3,185.6,Millets,Sandy,0,Rabi
Koderma,2037-12-03,248,12,282,6.11,0.68,0.3,3.3,7.59,3.37,11.89,14.33,7.83,1.98,135,2.39,207.1,33.7,172.3,82.3,7.8,212.8,Pulses,Sandy,0,Rabi
Bokaro,2037-12-04,87,11,386,7.41,2.35,0.99,0.17,17.69,1.88,15.38,13.19,6.93,2.67,404.2,1.51,294,18.8,151.2,68.2,8.4,99.6,Rice,Sandy,0,Rabi
Koderma,2037-12-05,75,13,299,7.55,1.02,0.46,3.38,2.5,1.57,16.19,32.43,7.64,2.43,245,1.24,177.3,29.2,168.8,33.3,13.4,185.2,Wheat,Alluvial,0,Rabi
Jamtara,2037-12-06,293,45,376,5.95,1.33,0.54,2.93,18.67,3.88,5.02,31.53,6.76,0.65,371.1,1.59,276,38.7,42.5,58.2,1.5,247.1,Rice,Sandy,0,Rabi
Koderma,2037-12-07,244,46,101,5.45,1.08,1.46,4.57,18.64,2.16,19.41,35.15,7.31,1.01,359.8,0.45,306.5,39.9,114.9,53,14.7,54.1,Rice,Sandy,0,Rabi
Giridih,2037-12-08,248,25,400,4.93,2.01,1.73,0.69,12.49,1.78,5.72,27.13,7.86,2.6,246.3,2.11,300.1,11.1,106.9,90.7,1.4,95.3,Maize,Sandy,0,Rabi
Pakur,2037-12-09,309,17,474,6.13,0.87,0.34,2.63,12.57,3.29,5.12,34.17,7.74,1.94,84.9,1.56,171.8,35.1,29.4,71.3,5.9,218.4,Wheat,Loamy,0,Rabi
Deoghar,2037-12-10,228,10,81,7.76,0.63,1.33,0.68,5.68,0.14,7.74,33.82,5.8,1.1,260.2,1.82,387.3,18.8,163.6,45.3,1.7,240.4,Pulses,Alluvial,0,Rabi
Khunti,2037-12-11,177,16,527,8.16,2.35,0.89,0.9,12.3,4.9,1.22,18.18,6,1.66,202.8,2.4,255.2,25.2,33.9,49.6,13.4,140.8,Pulses,Black,0,Rabi
Chatra,2037-12-12,378,27,139,4.53,1.35,1.22,4.02,19.79,1.39,14.19,27.94,6.01,2.52,386.3,1.1,87.7,20.1,92.8,93.9,0.5,119.8,Pulses,Sandy,0,Rabi
East Singhbhum,2037-12-13,154,53,181,7.15,1.94,0.86,2.38,19.25,2.32,12.4,32.39,7.94,1.69,147.3,0.55,211.8,36.2,43.7,55.5,4.7,247.3,Vegetables,Sandy,0,Rabi
Saraikela Kharsawan,2037-12-14,107,60,494,6.92,0.53,1.59,2.58,11.44,2.21,16.31,15.95,8.39,2.86,351.7,2.46,223.9,11.4,91.2,46.3,8.6,91.4,Rice,Sandy,0,Rabi
West Singhbhum,2037-12-15,205,26,150,5.7,0.55,0.33,3.7,2.76,2.79,9.76,36.27,7.73,2.42,355,0.54,372.7,27.4,92,57.9,3.4,125.7,Wheat,Red Lateritic,0,Rabi
Saraikela Kharsawan,2037-12-16,169,42,492,7.35,0.28,1.69,0.72,16.79,1.51,19.03,15.96,7.14,1.6,184.8,0.36,301.9,22.1,68.9,41.2,10,87.3,Wheat,Sandy,0,Rabi
Giridih,2037-12-17,372,15,476,7.43,0.31,0.23,4.15,19.89,4.26,11.16,13.07,6.83,2.8,380.6,1.64,272.1,33.5,28.1,81.8,11.7,237.8,Rice,Sandy,0,Rabi
Hazaribagh,2037-12-18,291,53,140,6.2,0.91,0.32,4.57,9.28,0.36,1.28,32.82,6.89,0.24,84.1,1.3,116.7,38.4,179.3,35,6.2,60.5,Millets,Loamy,0,Rabi
East Singhbhum,2037-12-19,156,10,258,7.56,1.9,0.31,1.46,14.33,2.72,17.55,28.69,7.89,0.24,391.6,0.43,319.4,35.1,106,49.3,0.3,144.6,Millets,Alluvial,0,Rabi
Bokaro,2037-12-20,207,46,395,6.1,0.51,0.66,3.18,15.47,4.86,11.79,31.84,6.24,0.43,51.8,2.4,352.5,12.9,182.2,23.5,1.2,126.4,Vegetables,Loamy,0,Rabi
Hazaribagh,2037-12-21,85,9,213,6.8,2.09,0.34,2.49,11.2,3.59,1.88,31.85,5.51,2.44,183.4,1.25,74.8,40,92.7,54.9,3.5,70.6,Pulses,Loamy,0,Rabi
West Singhbhum,2037-12-22,285,40,146,4.6,0.88,1.69,4.47,8.91,3.14,13.99,10.71,8.16,1.14,384.1,1.47,292.4,21.1,64.5,52.6,12.4,239.9,Wheat,Red Lateritic,0,Rabi
East Singhbhum,2037-12-23,300,52,506,7.22,1.57,1.15,4.49,18.15,3.21,2.98,26.36,5.51,0.53,456.7,1.68,116.4,30.9,85.7,75.8,9.4,58.9,Rice,Black,1,Rabi
Dhanbad,2037-12-24,311,20,386,7.64,0.64,0.97,4.87,6.24,4.82,5.15,25.76,5.98,2.44,129.4,2.38,180.8,27.9,124.7,35.6,14.4,60.4,Pulses,Alluvial,0,Rabi
Jamtara,2037-12-25,347,17,448,5.76,2.03,0.36,3.3,7.26,1.06,14.03,28.91,7.77,1.22,247.9,0.56,210,22.8,155.9,95.3,12.4,201.3,Millets,Sandy,0,Rabi
Hazaribagh,2037-12-26,214,24,248,7.09,0.43,0.6,1.63,17.28,3.65,2.81,34.34,6.34,1.69,486.1,2.47,182.7,20,63.6,83.6,9.1,240.8,Wheat,Sandy,0,Rabi
Bokaro,2037-12-27,173,8,306,5.88,0.81,1.08,0.53,16.35,3.09,3.43,21.96,5.57,0.64,383,0.39,293.3,38.8,184.7,77.4,8.2,159.7,Maize,Red Lateritic,0,Rabi
Jamtara,2037-12-28,317,28,173,4.98,0.47,1.54,1.07,15.74,3.23,10.93,28.04,6.39,0.62,140.5,0.65,183.2,37.1,167.5,63.2,9.2,217.8,Vegetables,Red Lateritic,0,Rabi
Ranchi,2037-12-29,206,24,84,4.73,0.85,1.84,4.79,1.56,3.61,15.01,17.21,5.56,1.28,466.1,0.78,134.2,25.4,99.7,84.6,12.7,168.2,Pulses,Red Lateritic,0,Rabi
Garhwa,2037-12-30,199,60,551,7.15,0.4,1.57,4.01,2.15,2.78,18.5,14.95,6.87,2.42,346.2,1.95,354,17.1,87.8,79.7,5.4,81.2,Maize,Black,0,Rabi
Gumla,2037-12-31,166,18,403,7.77,2.04,0.35,3.15,5.6,0.81,19,38.92,6.52,1.17,80.6,0.6,73.9,13.6,187.9,67.1,14.5,176.6,Vegetables,Alluvial,0,Rabi
Latehar,2038-01-01,136,58,565,5.72,1.06,0.87,4.78,11.96,1.08,12.02,37.96,6.81,1.75,153.2,2.28,318.2,14.8,75.1,36,11,208.2,Wheat,Black,0,Rabi
Hazaribagh,2038-01-02,224,22,369,5.84,1.48,0.2,1.47,2.5,4.35,3.29,13.32,5.56,2.74,370.1,1.16,172.2,27.1,57.2,46.8,1.9,135.6,Wheat,Sandy,0,Rabi
Dumka,2038-01-03,226,15,473,6.07,0.58,1.67,1.14,8.4,0.4,16.04,16.93,7.76,2.83,97.2,2.19,290.1,34.3,194.2,97.5,13.7,176.5,Wheat,Sandy,0,Rabi
Garhwa,2038-01-04,321,33,306,6.65,2.01,0.5,3.83,14.63,2.87,6.17,34.08,7.96,2.03,380.4,0.97,142,11.2,60,70.7,1.4,106.2,Maize,Loamy,1,Rabi
Chatra,2038-01-05,370,26,61,8.11,2.04,0.65,0.86,7.33,3.55,14.83,27.36,5.68,1.16,282.7,1.72,323.3,36.2,181.4,99.5,12.9,243.6,Millets,Alluvial,0,Rabi
Garhwa,2038-01-06,261,41,453,6.6,2.28,1.6,4.97,11.08,2.95,13.78,17.74,8.13,2.61,337,1.36,306,22.5,172.7,87.9,10.8,144,Millets,Sandy,0,Rabi
Lohardaga,2038-01-07,77,7,561,8.46,2.17,0.3,2.11,17.18,4.48,3.24,19.12,7.43,1.42,458.3,0.09,392.2,13.3,65,49.5,9.5,89,Rice,Black,0,Rabi
Deoghar,2038-01-08,219,35,305,7.87,1.72,1.54,4.61,18.7,4.02,14.36,11.09,7.24,0.58,105.7,2.35,339.3,36.2,135.7,50.2,2.5,113.4,Maize,Alluvial,0,Rabi
Lohardaga,2038-01-09,325,50,263,8.03,0.33,1.48,4.83,10.97,2.2,13.61,19.53,5.68,1.93,439.9,1.83,145,33.9,178.1,69.1,0.4,215.3,Wheat,Alluvial,0,Rabi
East Singhbhum,2038-01-10,213,45,295,7.96,0.25,0.3,4.72,12.24,3.57,19.31,26.72,6.36,1.09,441.5,0.31,393.1,10.1,129.9,23.1,2.7,81.4,Rice,Alluvial,0,Rabi
Saraikela Kharsawan,2038-01-11,169,20,146,6.42,1.11,1.36,4.03,2.71,1.43,14.66,33.78,7.75,2.22,275.1,2.09,330.9,11.9,124.7,22.2,13.7,186.2,Rice,Loamy,1,Rabi
Palamu,2038-01-12,266,59,147,5.79,0.27,0.72,4.12,17.52,3.19,9,18.78,5.8,2.91,417.8,2.27,133.1,14.1,24.3,42.5,12.5,235.2,Wheat,Red Lateritic,0,Rabi
Latehar,2038-01-13,124,24,464,5.84,1.48,0.45,3.7,1.96,3.01,4.66,14.97,7.89,0.33,115.8,0.48,234.7,36.9,89.5,55.1,3.9,136.7,Vegetables,Sandy,0,Rabi
Dumka,2038-01-14,319,39,51,6.66,0.51,1.79,4.91,15.91,1.31,9.15,13.19,5.53,0.19,442.3,2.16,198.9,22,193,91.8,12.9,130.8,Vegetables,Sandy,0,Rabi
Saraikela Kharsawan,2038-01-15,144,16,566,4.52,0.71,1.37,0.1,16.45,2.13,8.43,18.99,5.65,2.77,233.7,2.32,311.3,33.7,192.2,59.3,9.9,227.8,Pulses,Red Lateritic,0,Rabi
Giridih,2038-01-16,271,26,298,6.14,1.24,1.52,1.41,5.55,0.63,9.93,23.59,7.23,2.99,60.1,1.66,323,29.5,24.8,74.6,12.8,217.1,Wheat,Sandy,0,Rabi
Khunti,2038-01-17,332,17,187,5.39,1.91,1.48,4.16,19.18,4.51,11.6,18.47,6.73,2.82,270.9,1.53,158.6,32.7,39.4,73,4.5,138.9,Vegetables,Sandy,0,Rabi
Dumka,2038-01-18,236,52,367,7.41,1.9,1.32,1.7,1,1.54,3.72,28.36,7.21,0.71,176.9,2.03,344.1,35,147.2,97.4,2.7,156.3,Vegetables,Sandy,0,Rabi
West Singhbhum,2038-01-19,146,42,513,7.86,1.07,0.13,3.43,3.05,1.49,3.01,31.97,8.23,0.45,59.5,1.06,51.3,17.2,118.8,91.8,14.1,142.1,Maize,Black,0,Rabi
Dumka,2038-01-20,249,56,436,6.97,1.72,0.27,2.01,14.92,3.85,2.46,38.12,8.32,1.91,181,0.59,58.5,38.2,22.3,39.6,14.9,165.8,Maize,Loamy,0,Rabi
Koderma,2038-01-21,384,26,92,5.2,2.24,1.99,4.68,7.05,4.4,13.38,22.1,7.14,1.17,374.9,2.07,164,14,173.6,61.3,7.9,52.6,Pulses,Sandy,0,Rabi
Giridih,2038-01-22,281,38,405,6.92,0.34,1.86,1.81,10.25,4.77,10.99,25.21,5.52,0.54,79.1,2.42,207.3,19,160.3,93.1,0,164.8,Pulses,Sandy,0,Rabi
Hazaribagh,2038-01-23,365,21,51,7.62,1.92,0.13,3.1,11.34,1.01,19.5,20.29,6.07,0.33,428,1.11,263.7,13.4,93.4,54.1,2.1,198.5,Wheat,Alluvial,0,Rabi
Dhanbad,2038-01-24,295,16,506,7.89,1.23,1.17,4.08,5.59,1.83,14.03,33.25,6.39,2.21,89.2,0.68,369.8,37,140.9,33.8,8.7,120.4,Rice,Black,0,Rabi
Chatra,2038-01-25,132,13,107,4.61,1.29,1.89,2.04,5.39,4.7,18.08,21.98,7.45,2.46,144.7,1.51,82.6,14.8,52,42.7,9.1,248.9,Rice,Sandy,0,Rabi
Pakur,2038-01-26,202,56,382,7.18,1.03,1.1,1.71,8.59,2.94,12.12,19.51,6.24,1.17,368.3,0.41,203.5,14.7,94,81.2,1.2,127,Wheat,Sandy,0,Rabi
Ramgarh,2038-01-27,301,14,335,6.38,0.57,0.54,4.36,9.55,1.12,18.23,34.7,8.06,0.14,439,1.22,53.1,35.5,115.5,75.3,12.3,142.1,Maize,Loamy,0,Rabi
Gumla,2038-01-28,275,33,179,5.25,2.22,0.21,2.52,19.75,2.09,4.34,29.15,6.4,1.28,128.2,0.45,220,18.3,140.9,34.3,3.3,147.3,Pulses,Sandy,0,Rabi
West Singhbhum,2038-01-29,175,15,425,4.83,0.43,1.11,1.01,2.77,2.82,13.69,30.86,6.92,2.02,209.6,2.34,190.4,30.3,130.3,40.4,0.2,94.9,Millets,Red Lateritic,0,Rabi
Chatra,2038-01-30,242,17,461,7.47,2.17,0.55,0.69,6.59,0.29,18.1,35.01,8.35,0.71,420.2,0,104.3,36.6,41.3,81.8,1.8,188.7,Wheat,Sandy,0,Rabi
Khunti,2038-01-31,331,23,528,4.77,0.42,1.82,4.55,11.88,2.33,16.74,23.04,6.46,2.09,464.6,2.2,135.8,11.8,67,89.9,7.1,66.2,Wheat,Red Lateritic,0,Rabi
Godda,2038-02-01,240,44,292,6.66,1.68,0.33,1.26,8.14,4.11,12.48,12.26,8.31,2.91,423.6,0.39,97.8,16,167,59.6,0.1,246.7,Pulses,Sandy,0,Rabi
Gumla,2038-02-02,367,14,261,5.43,2.3,0.62,4.38,10.5,4.66,16.77,39.97,6.36,2.28,398.6,0.59,339.7,18.1,36.1,44.9,9,83.2,Millets,Sandy,0,Rabi
Godda,2038-02-03,54,18,312,6.72,1.28,1.29,2.8,6.36,4.41,5.91,37.84,5.89,0.57,176.7,2.4,198.1,39.7,95.5,76.1,6.4,97.3,Vegetables,Loamy,0,Rabi
